brand_name,pants_description,price,MRP,discount_percent,ratings,number_of_ratings,Discount_Percentage,Revenue_Score,Price Category
Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,3.8,22,,30646,Mid
Flying Machine,Men Tapered Fit Jeans,1529,2999,0.49,3.8,22,,33638,Mid
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57,,78318,Mid
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5,,9145,Mid
Peter England Casuals,Men Mid-Rise Slim Fit Jeans,1425,2299,0.38,4.6,5,,7125,Mid
StyleCast x Revolte,Men Relaxed Fit Jeans,1919,3999,0.52,4.6,5,,9595,Mid
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1919,3999,0.52,4.6,5,,9595,Mid
StyleCast x Revolte,Men Mid-Rise Baggy Jeans,2927,6099,0.52,4.6,5,,14635,Premium
Being Human,Men Slim Fit Cotton Jeans,1889,3499,0.46,4.6,5,,9445,Mid
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35,,28175,Budget
Being Human,Men Slim Fit Jeans,1997,3699,0.46,3.1,35,,69895,Mid
Being Human,Men Mid-Rise Jeans,1997,3699,0.46,3.1,35,,69895,Mid
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42,,68166,Mid
Being Human,Men Slim Fit Jeans,1889,3499,0.46,4.2,42,,79338,Mid
Being Human,Men Regular Fit Jeans,1889,3499,0.46,4.2,42,,79338,Mid
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1889,3499,0.46,4.2,42,,79338,Mid
Being Human,Men Mid-Rise Jeans,1889,3499,0.46,4.2,42,,79338,Mid
Being Human,Men Mid Rise Jeans,1889,3499,0.46,4.2,42,,79338,Mid
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63,,47817,Budget
Being Human,Men Slim Fit Stretchable Jeans,759,1899,0.6,4,63,,47817,Budget
VAN HEUSEN DENIM LABS,Men Slim Fit Jeans,2309,3299,0.3,4,63,,145467,Premium
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,2309,3299,0.3,4,63,,145467,Premium
VAN HEUSEN DENIM LABS,Men Slim Fit Jeans,1609,2299,0.3,4,63,,101367,Mid
Koton,Men Slim Fit Mid-Rise Jeans,1559,3899,0.6,4,63,,98217,Mid
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130,,165750,Mid
Koton,Men Slim Fit Mid-Rise Jeans,1879,4699,0.6,4.2,130,,244270,Mid
Koton,Men Tapered Fit Jeans,1999,4999,0.6,4.2,130,,259870,Mid
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1999,4999,0.6,4.2,130,,259870,Mid
TBS- THE BARGAIN STREET,Men Heavy Fade Cotton Jeans,1999,4999,0.6,4.2,130,,259870,Mid
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31,,64449,Premium
Nautica,Men Straight Fit Jeans,1633,3799,0.57,4.4,61,,99613,Mid
TBS- THE BARGAIN STREET,Mid-Rise Stretchable Jeans,1633,3799,0.57,4.4,61,,99613,Mid
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25,,34975,Mid
VUDU,Men Relaxed Fit Jeans,3399,3999,0.15,4.1,25,,84975,Premium
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16,,22288,Mid
Allen Solly,Men Skinny Fit Jeans,2344,3499,0.33,3.8,16,,37504,Premium
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124,,260276,Premium
United Colors of Benetton,Men Tapered Fit Jeans,2099,3499,0.4,3.4,8,,16792,Premium
V-Mart,Men Jeans,2099,3499,0.4,3.4,8,,16792,Premium
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,2099,3499,0.4,3.4,8,,16792,Premium
VUDU,Men Comfort Cargo Styles Jeans,2393,3499,0.31,3.4,8,,19144,Premium
Double Two,Slim Fit Stretchable Jeans,1539,2199,0.3,3.4,8,,12312,Mid
French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17,,21998,Mid
Double Two,Men Slim Fit Jeans,1539,2199,0.3,4.4,17,,26163,Mid
Double Two,Men Slim Fit Jeans,1539,2199,0.3,4.4,17,,26163,Mid
Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22,,34166,Mid
Double Two,Men Slim Fit Jeans,1539,2199,0.3,3.8,22,,33858,Mid
Flying Machine,Men Slim Tapered Fit Jeans,1539,2199,0.3,3.8,22,,33858,Mid
Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,3.8,22,,30646,Mid
SPYKAR,Men Slim Fit Low-Rise Jeans,3429,3499,0.02,4,31,,106299,Premium
Numero Uno,Men Slim Fit Jeans,1485,3299,0.54,4,31,,46035,Mid
Allen Solly,Men Slim Fit Jeans,1524,2499,0.39,4,31,,47244,Mid
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57,,78318,Mid
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5,,9145,Mid
Koton,Men Mid-Rise Regular Fit jeans,2079,5199,0.6,4.6,5,,10395,Premium
Koton,Men Heavy Fade Jeans,1679,4199,0.6,4.6,5,,8395,Mid
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1679,4199,0.6,4.6,5,,8395,Mid
Koton,Men Mid-Rise Light Fade Jeans,2079,5199,0.6,4.6,5,,10395,Premium
Koton,Men Mid-Rise Regular Fit Jeans,1999,4999,0.6,4.6,5,,9995,Mid
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35,,28175,Budget
Koton,Regular Fit Stretchable jeans,1879,4699,0.6,3.1,35,,65765,Mid
Koton,Mid-Rise Light Fade Jeans,1999,4999,0.6,3.1,35,,69965,Mid
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42,,68166,Mid
Koton,Men Mid-Rise Regular Fit Jeans,1999,4999,0.6,4.2,42,,83958,Mid
Koton,Men Regular Fit Cotton Jeans,2079,5199,0.6,4.2,42,,87318,Premium
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2079,5199,0.6,4.2,42,,87318,Premium
United Colors of Benetton,Men Skinny Fit Jeans,2924,4499,0.35,4.2,42,,122808,Premium
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63,,47817,Budget
Greenfibre,Men Slim Fit Jeans,1609,2299,0.3,4,63,,101367,Mid
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1609,2299,0.3,4,63,,101367,Mid
Greenfibre,Men Slim Fit Mid-Rise Jeans,1609,2299,0.3,4,63,,101367,Mid
Greenfibre,Men Slim Fit Jeans,1609,2299,0.3,4,63,,101367,Mid
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130,,165750,Mid
Greenfibre,Men Slim Fit Jeans,1539,2199,0.3,4.2,130,,200070,Mid
Greenfibre,Men Slim Fit Mid-Rise Jeans,1609,2299,0.3,4.2,130,,209170,Mid
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1609,2299,0.3,4.2,130,,209170,Mid
Greenfibre,Men Slim Fit Jeans,2099,2999,0.3,4.2,130,,272870,Premium
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31,,64449,Premium
Trendyol,Men Jeans,2499,4999,0.5,3.9,31,,77469,Premium
Trendyol,Men Jeans,2449,4899,0.5,3.9,31,,75919,Premium
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25,,34975,Mid
Greenfibre,Men Straight Fit Jeans,1539,2199,0.3,4.1,25,,38475,Mid
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16,,22288,Mid
Greenfibre,Men Slim Fit Jeans,1539,2199,0.3,3.8,16,,24624,Mid
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124,,260276,Premium
Greenfibre,Men Slim Fit Jeans,1609,2299,0.3,3.7,124,,199516,Mid
Greenfibre,Men Straight Fit Jeans,1539,2199,0.3,3.7,124,,190836,Mid
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,1539,2199,0.3,3.7,124,,190836,Mid
Arrow New York,Men Cotton Slim Fit Jeans,2749,4999,0.45,3.7,124,,340876,Premium
Powerlook,Men Regular Fit Jeans,1260,1299,0.03,4.1,18,,22680,Mid
French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17,,21998,Mid
Being Human,Men Slim Fit Jeans,1294,3499,0.63,4.4,17,,21998,Mid
Louis Philippe Jeans,Men Loose Fit Jeans,2069,2999,0.31,3.8,14,,28966,Premium
Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22,,34166,Mid
Being Human,Men Straight Fit Jeans,1553,4199,0.63,3.8,22,,34166,Mid
Levis,Men 511 Jeans,2249,2999,0.25,4.5,97,,218153,Premium
Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,4.5,97,,135121,Mid
United Colors of Benetton,Men Slim Fit Jeans,2399,3999,0.4,4.5,97,,232703,Premium
BEVDAAS,Men High-Rise Jeans,999,4998,39.99,4.5,97,,96903,Budget
Van Heusen,Men Slim Fit Mid-Rise Jeans,999,4998,39.99,4.5,97,,96903,Budget
Greenfibre,Men Slim Fit Jeans,999,4998,39.99,4.5,97,,96903,Budget
Greenfibre,Men Slim Fit Jeans,999,4998,39.99,4.5,97,,96903,Budget
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57,,78318,Mid
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5,,9145,Mid
Snitch,Men Bootcut Jeans,1519,1899,0.2,3.2,11,,16709,Mid
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1519,1899,0.2,3.2,11,,16709,Mid
Antony Morato,Men Mid-Rise Skinny Fit Jeans,5199,12999,0.6,3.3,6,,31194,Premium
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35,,28175,Budget
Antony Morato,Men Mid-Rise Slim Fit Jeans,5599,13999,0.6,3.1,35,,195965,Premium
United Colors of Benetton,Men Mid Rise Jeans,3249,4999,0.35,3.1,35,,113715,Premium
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42,,68166,Mid
United Colors of Benetton,Men Mid-Rise Jogger Jeans,2399,3999,0.4,4.8,6,,14394,Premium
StyleCast x Revolte,Men Light Fade Mid-Rise Jeans,1540,3349,0.54,1.7,6,,9240,Mid
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1540,3349,0.54,1.7,6,,9240,Mid
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63,,47817,Budget
SELECTED,Men Stretchable Jeans,3574,5499,0.35,4.2,9,,32166,Premium
VAN HEUSEN DENIM LABS,Men Slim Fit Mid-Rise Jeans,2099,2999,0.3,4.2,9,,18891,Premium
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,2099,2999,0.3,4.2,9,,18891,Premium
AMERICAN EAGLE OUTFITTERS,Men Mid-Rise Jeans,2999,3999,0.25,4.2,9,,26991,Premium
Mufti,Men Super Skinny Fit Jeans,1762,4299,0.59,4.2,9,,15858,Mid
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130,,165750,Mid
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,4.2,130,,181090,Mid
Koton,Men Mid-Rise Light Fade Jeans,2159,5399,0.6,4.2,130,,280670,Premium
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2159,5399,0.6,4.2,130,,280670,Premium
Koton,Men Cotton Slim Fit Jeans,2079,5199,0.6,4.2,130,,270270,Premium
Koton,Men Mid-Rise Skinny Fit Jeans,2039,5099,0.6,4.2,130,,265070,Premium
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31,,64449,Premium
Louis Philippe Jeans,Men Mid-Rise Jeans,2249,2999,0.25,4.1,24,,53976,Premium
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25,,34975,Mid
Nautica,Straight Fit Low-Rise Jeans,1418,3299,0.57,4.1,42,,59556,Mid
Nautica,Men Slim Fit Jeans,1547,3599,0.57,4.4,33,,51051,Mid
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16,,22288,Mid
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124,,260276,Premium
Snitch,Men Skinny Fit Jeans,1359,1699,0.2,3.1,7,,9513,Mid
The Indian Garage Co,Men Wide Leg Jeans,1481,3799,0.61,3.7,38,,56278,Mid
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,1481,3799,0.61,3.7,38,,56278,Mid
French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17,,21998,Mid
U.S. Polo Assn. Denim Co.,Men Tapered Fit Jeans,1574,3499,0.55,4.4,17,,26758,Mid
U.S. Polo Assn. Denim Co.,Men Skinny Fit Jeans,1644,3499,0.53,4.4,17,,27948,Mid
Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22,,34166,Mid
U.S. Polo Assn. Denim Co.,Men Stretchable Cotton Jeans,1799,3999,0.55,3.8,22,,39578,Mid
Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,3.8,22,,30646,Mid
Snitch,Men Relaxed Fit Jeans,1439,1799,0.2,4.2,17,,24463,Mid
Antony Morato,Men Mid-Rise Jeans,4399,10999,0.6,4.2,17,,74783,Premium
SELECTED,Straight Fit Light Fade Jeans,4399,10999,0.6,4.2,17,,74783,Premium
French Connection,Men Loose Fit Jeans,1649,4999,0.67,3.8,27,,44523,Mid
Nautica,Straight Fit Low-Rise Jeans,1759,3199,0.45,4.3,38,,66842,Mid
VAN HEUSEN DENIM LABS,Men Slim Fit Jeans,1759,3199,0.45,4.3,38,,66842,Mid
VAN HEUSEN DENIM LABS,Men Slim Fit Jeans,1759,3199,0.45,4.3,38,,66842,Mid
Royal Enfield,Men Regular Fit Mid-Rise Jeans,2880,3600,0.2,4.5,6,,17280,Premium
Numero Uno,Men Mid-Rise Slim Fit Jeans,1575,3499,0.54,4.5,6,,9450,Mid
U.S. Polo Assn. Denim Co.,Men Tapered Fit Jeans,2039,3999,0.49,4.5,6,,12234,Premium
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57,,78318,Mid
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5,,9145,Mid
Numero Uno,Men Slim Fit Jeans,1800,3999,0.54,4.6,5,,9000,Mid
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1800,3999,0.54,4.6,5,,9000,Mid
Monte Carlo,Men Straight Fit Jeans,1594,2899,0.45,3.9,12,,19128,Mid
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35,,28175,Budget
Monte Carlo,Men Straight Fit Jeans,1979,3599,0.45,4.8,11,,21769,Mid
V-Mart,Men Slim Fit Jeans,1979,3599,0.45,4.8,11,,21769,Mid
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42,,68166,Mid
V-Mart,Men Straight Fit Jeans,1623,2799,0.42,4.2,42,,68166,Mid
V-Mart,Men Skinny Fit Jeans,1623,2799,0.42,4.2,42,,68166,Mid
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1623,2799,0.42,4.2,42,,68166,Mid
JADE BLUE,Men Slim Fit Light Fade Jeans,1799,2999,0.4,4.2,42,,75558,Mid
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63,,47817,Budget
Pepe Jeans,Men Faded Stretchable Jeans,2149,4299,0.5,4,63,,135387,Premium
Koton,Men Mid-Rise Regular Fit,1599,3999,0.6,4,63,,100737,Mid
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1599,3999,0.6,4,63,,100737,Mid
Koton,Men Mid-Rise Regular Fit Jeans,1559,3899,0.6,4,63,,98217,Mid
Koton,Men Mid-Rise Regular Fit Jeans,2159,5399,0.6,4,63,,136017,Premium
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130,,165750,Mid
Koton,Men Mid-Rise Relaxed Fit Jeans,1559,3899,0.6,4.2,130,,202670,Mid
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1559,3899,0.6,4.2,130,,202670,Mid
VAN HEUSEN DENIM LABS,Men Slim Fit Jeans,1979,3299,0.4,4.2,130,,257270,Mid
French Connection,Tapered Fit Jeans,1559,2999,0.48,4.4,31,,48329,Mid
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31,,64449,Premium
Nautica,Men Slim Fit Jeans,1461,3399,0.57,4.3,40,,58440,Mid
Mast & Harbour,Men Skinny Stretchable Jeans,588,1899,0.69,4.3,40,,23520,Budget
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25,,34975,Mid
Nautica,Men Straight Fit Jeans,2299,4599,0.5,4.1,25,,57475,Premium
Nautica,Men Slim Fit Jeans,2299,4599,0.5,4.1,25,,57475,Premium
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16,,22288,Mid
HUE & HIDE,Men Relaxed Fit Cotton Jeans,1499,3748,0.6,3.8,16,,23984,Mid
Flying Machine,Men Straight Fit Jeans,1499,3748,0.6,3.8,16,,23984,Mid
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124,,260276,Premium
Iconic,Men Tapered Fit Mid-Rise Jeans,2499,4999,0.5,3.7,124,,309876,Premium
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,2499,4999,0.5,3.7,124,,309876,Premium
Iconic,Men Tapered Fit Jeans,2999,5999,0.5,3.7,124,,371876,Premium
Koton,Men Light Fade Cotton Jeans,2549,5099,0.5,3.7,124,,316076,Premium
French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17,,21998,Mid
High Star,Men Relaxed Fit Jeans,1715,3299,0.48,3.4,13,,22295,Mid
High Star,Men Straight Fit Jeans,1839,3999,0.54,3.4,13,,23907,Mid
Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22,,34166,Mid
High Star,Men Tapered Fit Jeans,1589,2999,0.47,3.3,8,,12712,Mid
High Star,Men Straight Fit Jeans,1919,3999,0.52,4.3,9,,17271,Mid
Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,4.3,9,,12537,Mid
Numero Uno,Men Slim Fit Jeans,1755,3899,0.54,4.3,9,,15795,Mid
Numero Uno,Men  Light Fade Jeans,1710,3799,0.54,4.3,9,,15390,Mid
Pepe Jeans,Men Slim Fit Stretchable Jeans,1899,3799,0.5,4.3,9,,17091,Mid
VAN HEUSEN DENIM LABS,Men Slim Fit Jeans,1899,3799,0.5,4.3,9,,17091,Mid
Flying Machine,Men Straight Fit Cotton Jeans,1655,2299,0.28,3.9,25,,41375,Mid
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57,,78318,Mid
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5,,9145,Mid
Numero Uno,Men Jeans,1924,3499,0.45,4.6,5,,9620,Mid
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1924,3499,0.45,4.6,5,,9620,Mid
Tommy Hilfiger,Men Slim Tapered Fit,3999,7999,0.5,4.6,5,,19995,Premium
Peter England Casuals,Men Mid-Rise Tapered Fit Jeans,1425,2299,0.38,4.6,5,,7125,Mid
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35,,28175,Budget
United Colors of Benetton,Men Regular Fit Cotton Jeans,1949,2999,0.35,3.7,6,,11694,Mid
United Colors of Benetton,Men Slim Fit Jeans,2924,4499,0.35,3.7,6,,17544,Premium
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42,,68166,Mid
Pepe Jeans,Men Cotton Regular Fit Jeans,2249,4499,0.5,4.2,42,,94458,Premium
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2249,4499,0.5,4.2,42,,94458,Premium
Louis Philippe Jeans,Men Relaxed Fit Low-Rise Jeans,1946,3299,0.41,4.2,42,,81732,Mid
StyleCast x Revolte,Men Relaxed Fit Jeans,1763,3599,0.51,4.2,42,,74046,Mid
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63,,47817,Budget
StyleCast x Revolte,Men Relaxed Fit Jeans,1631,3199,0.49,3,13,,21203,Mid
StyleCast x Revolte,Men Regular Fit Mid-Rise Jeans,1567,3199,0.51,3,13,,20371,Mid
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1567,3199,0.51,3,13,,20371,Mid
StyleCast x Revolte,Straight Fit Light Fade Jeans,1543,3149,0.51,3,13,,20059,Mid
Monte Carlo,Men Slim Fit Jeans,1704,3099,0.45,3.9,10,,17040,Mid
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130,,165750,Mid
Monte Carlo,Men Straight Fit Jeans,1649,2999,0.45,4.2,130,,214370,Mid
Monte Carlo,Mid-Rise Skinny Fit Jeans,1539,2799,0.45,3.6,7,,10773,Mid
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1539,2799,0.45,3.6,7,,10773,Mid
Monte Carlo,Men Skinny Fit Jeans,1539,2799,0.45,3.6,7,,10773,Mid
Monte Carlo,Men Slim Fit Low-Rise Jeans,1594,2899,0.45,3.8,14,,22316,Mid
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31,,64449,Premium
Monte Carlo,Men Bootcut Jeans,1869,3399,0.45,4.4,30,,56070,Mid
mode de base,Light Fade Stretchable Jeans,2999,5600,26.01,4.4,30,,89970,Premium
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25,,34975,Mid
mode de base,Men Bootcut Low-Rise Jeans,2999,5600,26.01,5,5,,14995,Premium
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16,,22288,Mid
Tommy Hilfiger,Men Mid-Rise Jeans,4499,8999,0.5,3.8,16,,71984,Premium
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124,,260276,Premium
Roadster,Stretchable Cargo Jeans,1385,3299,0.58,3.6,13,,18005,Mid
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,1385,3299,0.58,3.6,13,,18005,Mid
StyleCast,Men Relaxed Fit Mid-Rise Jeans,1689,3249,0.48,3.6,13,,21957,Mid
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,2274,3499,0.35,3.6,13,,29562,Premium
French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17,,21998,Mid
Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22,,34166,Mid
Numero Uno,Men Slim Fit Jeans,1649,2999,0.45,3.8,22,,36278,Mid
Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,3.8,22,,30646,Mid
Numero Uno,Men Mid-Rise Cotton Jeans,1620,3599,0.54,3.8,22,,35640,Mid
Pepe Jeans,Men Mid-Rise Jeans,2299,4599,0.5,3.8,22,,50578,Premium
Snitch,Men Bootcut Jeans,1439,1799,0.2,3.8,12,,17268,Mid
Jack & Jones,Regular Fit High-Rise Jeans,1439,1799,0.2,3.8,12,,17268,Mid
MANGO MAN,Men Straight Fit Jeans,2155,4790,0.55,4.1,45,,96975,Premium
Numero Uno,Men Slim Fit Jeans,1620,3599,0.54,4.4,5,,8100,Mid
Numero Uno,Men Slim Fit Jeans,1125,2499,0.54,4.4,5,,5625,Mid
Numero Uno,Men Slim Fit Jeans,1755,3899,0.54,4.4,5,,8775,Mid
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57,,78318,Mid
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5,,9145,Mid
U.S. Polo Assn. Denim Co.,Men Slim Fit Jeans,1738,3699,0.53,4.6,5,,8690,Mid
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1738,3699,0.53,4.6,5,,8690,Mid
U.S. Polo Assn. Denim Co.,Men Slim Fit Jeans,1819,3499,0.48,4,5,,9095,Mid
SOKO STREET,Men Pleated Relaxed Fit Jeans,1589,2999,0.47,2.8,6,,9534,Mid
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35,,28175,Budget
U.S. Polo Assn. Denim Co.,Men Harold Slim Fit Jeans,805,2599,0.69,3.1,35,,28175,Budget
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42,,68166,Mid
Kook N Keech,Men Slouchy Fit Jeans,1623,2799,0.42,4.2,42,,68166,Mid
Levis,Men 512 Slim Fit Jeans,1439,3199,0.55,4.2,93,,133827,Mid
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1439,3199,0.55,4.2,93,,133827,Mid
WROGN,Men Stretchable Jogger,1507,2599,0.42,4.4,31,,46717,Mid
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63,,47817,Budget
U.S. Polo Assn. Denim Co.,Men Mid-Rise Slim Fit Jeans,1923,3699,0.48,4,63,,121149,Mid
U.S. Polo Assn. Denim Co.,Men Slim Fit Jeans,1935,4299,0.54,4,63,,121905,Mid
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1935,4299,0.54,4,63,,121905,Mid
Jacob Cohen,Men Slim Fit Jeans,32700,54500,0.4,4,63,,2060100,Premium
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130,,165750,Mid
HACKETT LONDON,Men Slim Fit Jeans,18937,25250,0.25,4.2,130,,2461810,Premium
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,18937,25250,0.25,4.2,130,,2461810,Premium
7 For All Mankind,Men Slim Fit Jeans,18300,30500,0.4,4.2,130,,2379000,Premium
Blackberrys,Men Skinny Fit Low-Rise Jeans,2097,3495,0.4,4.2,130,,272610,Premium
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31,,64449,Premium
Flying Machine,Men Slim Fit Jeans,1505,3499,0.56,3.9,31,,46655,Mid
Flying Machine,Men Slim Fit Jeans,2177,3299,0.34,3.9,31,,67487,Premium
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25,,34975,Mid
VAN HEUSEN DENIM LABS,Men Slim Fit Jeans,1650,3299,0.49,4.1,25,,41250,Mid
VAN HEUSEN DENIM LABS,Men Slim Fit Light Fade Jeans,1650,3299,0.49,4.1,25,,41250,Mid
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16,,22288,Mid
VAN HEUSEN DENIM LABS,Men Slim Fit Jeans,2309,3299,0.3,3.8,16,,36944,Premium
Trendyol,Men Mid-Rise Light Fade Jeans,2149,4299,0.5,3.8,16,,34384,Premium
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124,,260276,Premium
Trendyol,Men Light Fade Jeans,2049,4099,0.5,3.7,124,,254076,Premium
Trendyol,Regular Fit  Jeans,2399,4799,0.5,3.7,124,,297476,Premium
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,2399,4799,0.5,3.7,124,,297476,Premium
StyleCast,Men Jogger Fit Jeans,1624,3249,0.5,2.9,38,,61712,Mid
StyleCast,Men Relaxed Fit Jeans,1536,2899,0.47,2.9,38,,58368,Mid
French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17,,21998,Mid
StyleCast,Men Mid-Rise Relaxed Fit Jeans,1499,2999,0.5,4.4,17,,25483,Mid
Jack & Jones,High-Rise Cargo Styles Jeans,4549,6499,0.3,4.4,17,,77333,Premium
Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22,,34166,Mid
Jack & Jones,Men Clean Look High-Rise Jeans,4549,6499,0.3,3.8,22,,100078,Premium
Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,3.8,22,,30646,Mid
