brand_name,pants_description,price,MRP,discount_percent,ratings,number_of_ratings,Discount_Percentage,Revenue_Score,Price Category
U.S. Polo Assn. Denim Co.,Men Slim Fit Jeans,1819,2799,0.35,3.8,22,,40018,Mid
Sztori,Men Slim Fit Jeans,1536,2899,0.47,4.6,40,,61440,Mid
U.S. Polo Assn. Denim Co.,Men Stretchable Jeans,2020,4299,0.53,4.6,40,,80800,Premium
Tramarossa,Men Slim Fit Jeans,2020,4299,0.53,4.6,40,,80800,Premium
HACKETT LONDON,Men Slim Fit Jeans,15375,20500,0.25,4.6,40,,615000,Premium
VAN HEUSEN DENIM LABS,Men Slim Fit Jeans,1650,3299,0.49,4.6,40,,66000,Mid
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57,,78318,Mid
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5,,9145,Mid
WROGN,Men Stretchable Jogger,1507,2599,0.42,4.4,31,,46717,Mid
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1507,2599,0.42,4.4,31,,46717,Mid
U.S. Polo Assn. Denim Co.,Men Mid-Rise Slim Fit Jeans,1923,3699,0.48,4.4,31,,59613,Mid
U.S. Polo Assn. Denim Co.,Men Slim Fit Jeans,1935,4299,0.54,4.4,31,,59985,Mid
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35,,28175,Budget
Jacob Cohen,Men Slim Fit Jeans,32700,54500,0.4,3.1,35,,1144500,Premium
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42,,68166,Mid
HACKETT LONDON,Men Slim Fit Jeans,18937,25250,0.25,4.2,42,,795354,Premium
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,18937,25250,0.25,4.2,42,,795354,Premium
7 For All Mankind,Men Slim Fit Jeans,18300,30500,0.4,4.2,42,,768600,Premium
Blackberrys,Men Skinny Fit Low-Rise Jeans,2097,3495,0.4,4.2,42,,88074,Premium
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63,,47817,Budget
Flying Machine,Men Slim Fit Jeans,1505,3499,0.56,4,63,,94815,Mid
Flying Machine,Men Slim Fit Jeans,2177,3299,0.34,4,63,,137151,Premium
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,2177,3299,0.34,4,63,,137151,Premium
VAN HEUSEN DENIM LABS,Men Slim Fit Jeans,1650,3299,0.49,4,63,,103950,Mid
VAN HEUSEN DENIM LABS,Men Slim Fit Light Fade Jeans,1650,3299,0.49,4,63,,103950,Mid
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130,,165750,Mid
VAN HEUSEN DENIM LABS,Men Slim Fit Jeans,2309,3299,0.3,4.2,130,,300170,Premium
Trendyol,Men Mid-Rise Light Fade Jeans,2149,4299,0.5,4.2,130,,279370,Premium
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2149,4299,0.5,4.2,130,,279370,Premium
Trendyol,Men Light Fade Jeans,2049,4099,0.5,4.2,130,,266370,Premium
Trendyol,Regular Fit  Jeans,2399,4799,0.5,4.2,130,,311870,Premium
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31,,64449,Premium
StyleCast,Men Jogger Fit Jeans,1624,3249,0.5,2.9,38,,61712,Mid
StyleCast,Men Relaxed Fit Jeans,1536,2899,0.47,2.9,38,,58368,Mid
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25,,34975,Mid
StyleCast,Men Mid-Rise Relaxed Fit Jeans,1499,2999,0.5,4.1,25,,37475,Mid
Jack & Jones,High-Rise Cargo Styles Jeans,4549,6499,0.3,4.1,25,,113725,Premium
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16,,22288,Mid
Jack & Jones,Men Clean Look High-Rise Jeans,4549,6499,0.3,3.8,16,,72784,Premium
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124,,260276,Premium
VAN HEUSEN DENIM LABS,Men Slim Fit Jeans,1750,3499,0.49,3.7,124,,217000,Mid
VAN HEUSEN DENIM LABS,Men Slim Fit Light Fade Jeans,1650,3299,0.49,3.7,124,,204600,Mid
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,1650,3299,0.49,3.7,124,,204600,Mid
V-Mart,Men Slim Fit Jeans,1650,3299,0.49,3.7,124,,204600,Mid
V-Mart,Men Mid-Rise Slim Fit Jeans,1650,3299,0.49,3.7,124,,204600,Mid
French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17,,21998,Mid
V-Mart,Men Slim Fit Jeans,1294,3499,0.63,4.4,17,,21998,Mid
Pepe Jeans,Men Straight Fit Jeans,1999,3999,0.5,4.4,17,,33983,Mid
Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22,,34166,Mid
Flying Machine,Men Straight Fit Jeans,2375,3299,0.28,3.6,5,,11875,Premium
Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,3.6,5,,6965,Mid
U.S. Polo Assn. Denim Co.,Men Stretchable Jeans,2020,4299,0.53,3.6,5,,10100,Premium
Tramarossa,Men Slim Fit Jeans,2020,4299,0.53,3.6,5,,10100,Premium
HACKETT LONDON,Men Slim Fit Jeans,15375,20500,0.25,3.6,5,,76875,Premium
VAN HEUSEN DENIM LABS,Men Slim Fit Jeans,1650,3299,0.49,3.6,5,,8250,Mid
ColorPlus,Men Slim Fit Jeans,2309,3299,0.3,3.6,5,,11545,Premium
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57,,78318,Mid
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5,,9145,Mid
U.S. Polo Assn.,Men Slim Fit Mid-Rise Jeans,1819,3499,0.48,4.4,14,,25466,Mid
U.S. Polo Assn.,Men Slim Fit Mid-Rise Jeans,1574,3499,0.55,4.4,14,,22036,Mid
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1574,3499,0.55,4.4,14,,22036,Mid
U.S. Polo Assn.,Slim Fit Light Fade Jeans,1664,3699,0.55,4.4,14,,23296,Mid
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35,,28175,Budget
Louis Philippe Jeans,Men Slim Fit Low-Rise Jeans,2069,2999,0.31,3.8,5,,10345,Premium
NEXT,Men Relaxed Fit Jeans,2169,6199,0.65,4.4,34,,73746,Premium
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42,,68166,Mid
Being Human,Men Jogger Fit Jeans,1559,3999,0.61,4.2,42,,65478,Mid
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1559,3999,0.61,4.2,42,,65478,Mid
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63,,47817,Budget
VAN HEUSEN DENIM LABS,Men Slim Fit Jeans,2659,3799,0.3,4,63,,167517,Premium
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,2659,3799,0.3,4,63,,167517,Premium
Hardsoda by The Indian Garage Co,Men Slim Fit Mid-Rise Jeans,593,2199,0.73,4,63,,37359,Budget
FREAKINS,Men Straight Fit  Jeans,1599,4399,28,4,63,,100737,Mid
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130,,165750,Mid
FREAKINS,Men Cotton High-Rise Jeans,1599,4399,28,3.4,9,,14391,Mid
FREAKINS,Men High-Rise Cotton Jeans,1599,4399,28,3.4,9,,14391,Mid
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1599,4399,28,3.4,9,,14391,Mid
Celio,Men Slim Fit Joggers Jeans,1574,3499,0.55,3.4,9,,14166,Mid
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31,,64449,Premium
Blackberrys,Men Skinny Fit Low-Rise Jeans,2397,3995,0.4,3.9,31,,74307,Premium
Blackberrys,Men Skinny Fit Low-Rise Jeans,2097,3495,0.4,3.9,31,,65007,Premium
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25,,34975,Mid
Blackberrys,Men Skinny Fit Low-Rise Jeans,2397,3995,0.4,4.1,25,,59925,Premium
Wrangler,Men Slim Fit Low-Rise Jeans,1849,3699,0.5,4.1,25,,46225,Mid
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16,,22288,Mid
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124,,260276,Premium
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,2099,3499,0.4,3.7,124,,260276,Premium
Lee,Men Slim Fit Jeans,1499,2999,0.5,3.7,124,,185876,Mid
Lee,Men Slim Fit Jeans,1590,3699,0.57,4,26,,41340,Mid
French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17,,21998,Mid
Allen Solly,Men Slim Fit Jeans,1999,3999,0.5,4.4,17,,33983,Mid
Celio,Men Slim Fit Cotton Jeans,1664,3699,0.55,4.4,17,,28288,Mid
Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22,,34166,Mid
SPYKAR,Men Skinny Fit Low-Rise Jeans,1481,3899,0.62,4.8,20,,29620,Mid
Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,4.8,20,,27860,Mid
BREXX,Men Mid-Rise Slim Fit Jeans,1393,3399,0.59,4.8,20,,27860,Mid
Roadster,Paneled Relaxed Cotton Jeans,987,2599,0.62,4.4,50,,49350,Budget
Mast & Harbour,Cargo Style Jogger Jeans,1430,2699,0.47,4.2,58,,82940,Mid
VAN HEUSEN DENIM LABS,Men Skinny Fit Jeans,2449,3499,0.3,4.2,58,,142042,Premium
BREXX,Slim Fit Light Fade Jeans,2449,3499,0.3,4.2,58,,142042,Premium
Tommy Hilfiger,Men Mid-Rise Clean look Jeans,2449,3499,0.3,4.2,58,,142042,Premium
Wrangler,Men Tapered Fit Jeans,2449,3499,0.3,4.2,58,,142042,Premium
Numero Uno,Men Jeans,1800,3999,0.54,4.2,58,,104400,Mid
Numero Uno,Men Slim Fit Jeans,1800,3999,0.54,4.2,58,,104400,Mid
Numero Uno,Men Jeans,1755,3899,0.54,4.2,58,,101790,Mid
Roadster,Men Cotton Loose Fit  Jeans,987,2599,0.62,3.8,57,,56259,Budget
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57,,78318,Mid
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5,,9145,Mid
Koton,Men Skinny Fit Jeans,2549,5099,0.5,4.6,5,,12745,Premium
Koton,Men Slim Fit Mid Rise Jeans,1799,4499,0.6,4.6,5,,8995,Mid
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1799,4499,0.6,4.6,5,,8995,Mid
Koton,Men Skinny Fit Low-Rise Jeans,1559,3899,0.6,4.6,5,,7795,Mid
Koton,Men Skinny Fit Low-Rise Jeans,1559,3899,0.6,4.6,5,,7795,Mid
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35,,28175,Budget
Koton,Men Regular Fit Mid-Rise Jeans,2079,5199,0.6,3.1,35,,72765,Premium
Koton,Men Skinny Fit Low-Rise Jeans,1559,3899,0.6,3.1,35,,54565,Mid
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42,,68166,Mid
Koton,Mid-Rise Slim Fit Jeans,2499,4999,0.5,4.2,42,,104958,Premium
Koton,Men Skinny Fit Jeans,2039,5099,0.6,4.2,42,,85638,Premium
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2039,5099,0.6,4.2,42,,85638,Premium
Koton,Men Mid-Rise Slim Fit Trousers,1799,4499,0.6,4.2,42,,75558,Mid
Koton,Men Mid-Rise Slim Fit Jeans,1999,4999,0.6,4.2,42,,83958,Mid
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63,,47817,Budget
Koton,Men Skinny Fit Low-Rise Jeans,2039,5099,0.6,4,63,,128457,Premium
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,2039,5099,0.6,4,63,,128457,Premium
Koton,Men Slim Fit Jeans,1639,4099,0.6,4,63,,103257,Mid
Koton,Men Slim Fit Mid-Rise Jeans,2159,5399,0.6,4,63,,136017,Premium
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130,,165750,Mid
Koton,Men Regular Fit Mid Rise Jeans,1839,4599,0.6,4.2,130,,239070,Mid
Koton,Men Mid-Rise Slim Fit Jeans,1839,4599,0.6,4.2,130,,239070,Mid
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1839,4599,0.6,4.2,130,,239070,Mid
Koton,Men Slim Fit Mid-Rise Jeans,1559,3899,0.6,4.2,130,,202670,Mid
Koton,Men Slim Fit Mid-Rise Jeans,1559,3899,0.6,4.2,130,,202670,Mid
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31,,64449,Premium
Koton,Men Mid-Rise Slim Fit Jeans,1799,4499,0.6,3.9,31,,55769,Mid
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25,,34975,Mid
Koton,Men Skinny Fit Jeans,1999,4999,0.6,4.1,25,,49975,Mid
Koton,Men Slim Fit Mid-Rise Jeans,1919,4799,0.6,4.1,25,,47975,Mid
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16,,22288,Mid
VAN HEUSEN DENIM LABS,Men Slim Fit Mid-Rise Jeans,1799,2999,0.4,3.8,16,,28784,Mid
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124,,260276,Premium
AVVA,Men Mid-Rise Jeans,2999,5999,0.5,3.7,124,,371876,Premium
AVVA,Men Jeans,2749,5499,0.5,3.7,124,,340876,Premium
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,2749,5499,0.5,3.7,124,,340876,Premium
AVVA,Men Mid-Rise Jeans,3349,6699,0.5,3.7,124,,415276,Premium
AVVA,Men Mid-Rise Clean Look Jeans,3359,5599,0.4,3.7,124,,416516,Premium
French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17,,21998,Mid
AVVA,Men Jeans,2799,5599,0.5,4.4,17,,47583,Premium
AVVA,Men Slim Fit Clean Look Jeans,2819,4699,0.4,4.4,17,,47923,Premium
Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22,,34166,Mid
Calvin Klein Jeans,Men Slim Fit Jeans,5999,9999,0.4,3.8,22,,131978,Premium
Calvin Klein Jeans,Men Skinny Fit Jeans,6599,10999,0.4,3.8,22,,145178,Premium
Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,3.8,22,,30646,Mid
Koton,Regular Fit Light Fade Jeans,1999,4999,0.6,3.8,22,,43978,Mid
Koton,Men Mid-Rise Slim Fit Jeans,1799,4499,0.6,3.8,22,,39578,Mid
VAN HEUSEN DENIM LABS,Men Slim Fit Mid-Rise Jeans,1799,4499,0.6,3.8,22,,39578,Mid
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57,,78318,Mid
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5,,9145,Mid
Koton,Mid-Rise Slim Fit Jeans,2499,4999,0.5,4.6,5,,12495,Premium
Koton,Men Skinny Fit Jeans,2039,5099,0.6,4.6,5,,10195,Premium
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,2039,5099,0.6,4.6,5,,10195,Premium
Koton,Men Mid-Rise Slim Fit Trousers,1799,4499,0.6,4.6,5,,8995,Mid
Koton,Men Mid-Rise Slim Fit Jeans,1999,4999,0.6,4.6,5,,9995,Mid
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35,,28175,Budget
Koton,Men Skinny Fit Low-Rise Jeans,2039,5099,0.6,3.1,35,,71365,Premium
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42,,68166,Mid
Koton,Men Slim Fit Jeans,1639,4099,0.6,4.2,42,,68838,Mid
Koton,Men Slim Fit Mid-Rise Jeans,2159,5399,0.6,4.2,42,,90678,Premium
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2159,5399,0.6,4.2,42,,90678,Premium
Koton,Men Regular Fit Mid Rise Jeans,1839,4599,0.6,4.2,42,,77238,Mid
Koton,Men Mid-Rise Slim Fit Jeans,1839,4599,0.6,4.2,42,,77238,Mid
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63,,47817,Budget
Koton,Men Slim Fit Mid-Rise Jeans,1559,3899,0.6,4,63,,98217,Mid
Koton,Men Slim Fit Mid-Rise Jeans,1559,3899,0.6,4,63,,98217,Mid
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1559,3899,0.6,4,63,,98217,Mid
Koton,Men Mid-Rise Slim Fit Jeans,1799,4499,0.6,4,63,,113337,Mid
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130,,165750,Mid
Koton,Men Skinny Fit Jeans,1999,4999,0.6,4.2,130,,259870,Mid
Koton,Men Slim Fit Mid-Rise Jeans,1919,4799,0.6,4.2,130,,249470,Mid
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1919,4799,0.6,4.2,130,,249470,Mid
VAN HEUSEN DENIM LABS,Men Slim Fit Mid-Rise Jeans,1799,2999,0.4,4.2,130,,233870,Mid
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31,,64449,Premium
AVVA,Men Mid-Rise Jeans,2999,5999,0.5,3.9,31,,92969,Premium
AVVA,Men Jeans,2749,5499,0.5,3.9,31,,85219,Premium
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25,,34975,Mid
AVVA,Men Mid-Rise Jeans,3349,6699,0.5,4.1,25,,83725,Premium
AVVA,Men Mid-Rise Clean Look Jeans,3359,5599,0.4,4.1,25,,83975,Premium
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16,,22288,Mid
AVVA,Men Jeans,2799,5599,0.5,3.8,16,,44784,Premium
AVVA,Men Slim Fit Clean Look Jeans,2819,4699,0.4,3.8,16,,45104,Premium
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124,,260276,Premium
Calvin Klein Jeans,Men Slim Fit Jeans,5999,9999,0.4,3.7,124,,743876,Premium
Calvin Klein Jeans,Men Skinny Fit Jeans,6599,10999,0.4,3.7,124,,818276,Premium
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,6599,10999,0.4,3.7,124,,818276,Premium
Jack & Jones,Men Relaxed Fit Low-Rise Jeans,4199,6999,0.4,4.9,9,,37791,Premium
French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17,,21998,Mid
Jack & Jones,Men Low-Rise Jeans,5999,9999,0.4,4.8,5,,29995,Premium
Jack & Jones,Men Slim Fit Low-Rise Jeans,2999,4999,0.4,3.5,6,,17994,Premium
Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22,,34166,Mid
Jack & Jones,Men Slim Fit Jeans,2199,3999,0.45,4.6,8,,17592,Premium
GANT,Men Jeans,2199,3999,0.45,4.6,8,,17592,Premium
Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,4.6,8,,11144,Mid
Koton,Regular Fit Light Fade Jeans,1999,4999,0.6,4.6,8,,15992,Mid
Koton,Men Mid-Rise Slim Fit Jeans,1799,4499,0.6,4.6,8,,14392,Mid
VAN HEUSEN DENIM LABS,Men Slim Fit Mid-Rise Jeans,1799,4499,0.6,4.6,8,,14392,Mid
Polo Ralph Lauren,Slim-Fit Light Faded Jeans,1799,4499,0.6,4.6,8,,14392,Mid
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57,,78318,Mid
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5,,9145,Mid
V-Mart,Men Slim Fit Jeans,1829,2999,0.39,4.6,5,,9145,Mid
V-Mart,Men Slim Fit Mid-Rise Jeans,1829,2999,0.39,4.6,5,,9145,Mid
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1829,2999,0.39,4.6,5,,9145,Mid
Levis,Men 513 Slim Fit Jeans,2114,4699,0.55,4.2,40,,84560,Premium
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35,,28175,Budget
U.S. Polo Assn. Denim Co.,Men Slim Straight Fit Jeans,805,2599,0.69,3.1,35,,28175,Budget
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42,,68166,Mid
Mast & Harbour,Men Relaxed Fit Jeans,1739,2999,0.42,4.2,70,,121730,Mid
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1739,2999,0.42,4.2,70,,121730,Mid
Klub Fox,Men Slim Fit Jeans,1699,4299,26,4.2,70,,118930,Mid
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63,,47817,Budget
Klub Fox,Men Slim Fit Jeans,1499,3699,22,4,63,,94437,Mid
Klub Fox,Slim Fit Heavy Fade Jeans,1699,4299,26,4,63,,107037,Mid
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1699,4299,26,4,63,,107037,Mid
Klub Fox,Slim Fit Heavy Fade Jeans,1699,4299,26,4,63,,107037,Mid
Flying Machine,Men Tapered Fit Jeans,1315,2799,0.53,4,63,,82845,Mid
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130,,165750,Mid
Celio,Men Slim Fit Jeans,1275,2199,0.42,4.2,130,,165750,Mid
max,Heavy Fade Cropped Jeans,1275,2199,0.42,4.2,130,,165750,Mid
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1275,2199,0.42,4.2,130,,165750,Mid
Celio,Men Striped Cotton Jeans,1799,3999,0.55,4.2,130,,233870,Mid
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31,,64449,Premium
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25,,34975,Mid
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16,,22288,Mid
WROGN,Men Slim Fit Jeans,1495,2199,0.32,4.2,73,,109135,Mid
Jack & Jones,Men Jeans,2999,5999,0.5,4.2,73,,218927,Premium
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124,,260276,Premium
Jack & Jones,Men Jeans,3299,5999,0.45,3.7,124,,409076,Premium
Jack & Jones,Men Low-Rise Jeans,2249,4499,0.5,4.5,8,,17992,Premium
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,2249,4499,0.5,4.5,8,,17992,Premium
Jack & Jones,Men Slim Fit Low-Rise Jeans,2144,3299,0.35,4.4,9,,19296,Premium
French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17,,21998,Mid
DeFacto,Men Heavy Fade High-Rise Jeans,2699,5399,0.5,4.4,17,,45883,Premium
Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22,,34166,Mid
DeFacto,Heavy Fade Mid-Rise Jeans,3349,6699,0.5,3.8,22,,73678,Premium
DeFacto,Men Mid-Rise Jeans,3049,6099,0.5,3.8,22,,67078,Premium
Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,3.8,22,,30646,Mid
GANT,Men Mid-Rise Stretchable Jeans,7149,12999,0.45,3.8,22,,157278,Premium
Levis,Men 511 Slim Fit Jeans,2384,5299,0.55,4,30,,71520,Premium
Mast & Harbour,Men Relaxed Fit Jeans,1589,2999,0.47,4,65,,103285,Mid
SPYKAR,Men Skinny Fit Jeans,1594,2899,0.45,4.7,6,,9564,Mid
Levis,Men 511 Slim Fit Jeans,1664,3699,0.55,4.4,81,,134784,Mid
Louis Philippe Jeans,Men Skinny Fit Jeans,2219,2999,0.26,3.7,25,,55475,Premium
Roadster,Men Straight Fit Jeans,1199,2999,0.6,4.3,59,,70741,Mid
Levis,Men 511 Slim Tapered Fit Jeans,1529,3399,0.55,4.5,252,,385308,Mid
Aeropostale,Men Baggy Fit Jeans,1479,3699,0.6,4.7,33,,48807,Mid
Jack & Jones,Men Relaxed Fit Low-Rise Jeans,1479,3699,0.6,4.7,33,,48807,Mid
Snitch,Light Fade Stretchable Jeans,1259,1799,0.3,4.2,33,,41547,Mid
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57,,78318,Mid
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5,,9145,Mid
Mast & Harbour,Relaxed Fit Cargo Style Jeans,1529,2999,0.49,4.1,63,,96327,Mid
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1529,2999,0.49,4.1,63,,96327,Mid
Louis Philippe Jeans,Men Slim Fit Jeans,2414,3499,0.31,4.1,63,,152082,Premium
Being Human,Men Jeans,1559,3899,0.6,4.1,63,,98217,Mid
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35,,28175,Budget
Being Human,Men Slim Fit Jeans,1574,3499,0.55,3.1,35,,55090,Mid
Being Human,Men Jeans,1553,3699,0.58,3.1,35,,54355,Mid
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42,,68166,Mid
Being Human,Men Jeans,1574,3499,0.55,4.2,42,,66108,Mid
Being Human,Men Jeans,1574,3499,0.55,3.7,7,,11018,Mid
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1574,3499,0.55,3.7,7,,11018,Mid
Being Human,Men Bootcut Jeans,1574,3499,0.55,3.7,7,,11018,Mid
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63,,47817,Budget
Being Human,Men Slim Fit Jeans,1574,3499,0.55,4,63,,99162,Mid
Being Human,Men Jeans,1719,4299,0.6,4,63,,108297,Mid
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1719,4299,0.6,4,63,,108297,Mid
CAVALLO by Linen Club,Men Skinny Fit Jeans,1499,2999,15,4.4,9,,13491,Mid
CAVALLO by Linen Club,Men Skinny Fit Jeans,1649,3299,16.5,3.9,10,,16490,Mid
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130,,165750,Mid
Levis,Men 512 Slim Fit Jeans,2249,2999,0.25,4.4,104,,233896,Premium
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2249,2999,0.25,4.4,104,,233896,Premium
Flying Machine,Men Skinny Fit Cotton Jeans,1727,2399,0.28,4.1,94,,162338,Mid
Flying Machine,Men Skinny Fit Mid-Rise Jeans,1349,2999,0.55,4.1,94,,126806,Mid
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31,,64449,Premium
Flying Machine,Men Tapered Fit Mid-Rise Jeans,2015,2799,0.28,3.5,11,,22165,Premium
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25,,34975,Mid
True Religion,Men Skinny Fit Mid-Rise Jeans,19799,32999,0.4,4.1,25,,494975,Premium
Urbano Plus,Men Plus Size Cotton Jeans,1499,2999,0.5,4.1,25,,37475,Mid
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16,,22288,Mid
Urbano Plus,Men Plus Size Cotton Jeans,1499,2999,0.5,4.2,5,,7495,Mid
Urbano Plus,Men Plus Size Cotton Jeans,1499,2999,0.5,4.2,5,,7495,Mid
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124,,260276,Premium
JADE BLUE,Men Straight Fit Cotton Jeans,1739,2899,0.4,3.7,124,,215636,Mid
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,1739,2899,0.4,3.7,124,,215636,Mid
Klub Fox,Men Skinny Fit Jeans,1599,3999,24,3.7,124,,198276,Mid
French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17,,21998,Mid
Being Human,Men Skinny Fit Jeans,1553,3699,0.58,4.1,32,,49696,Mid
U.S. Polo Assn. Denim Co.,Men Brandon Slim Fit Jeans,1595,2799,0.43,4.3,56,,89320,Mid
Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22,,34166,Mid
